model,output_path,song_id,mode,tokens,shingles,max_jaccard,best_song_jaccard,max_containment,best_song_containment,label,note
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/059-switch_title-dope-group-therapy-galaxy.txt,059-switch_title-dope-group-therapy-galaxy,switch_title,24,20,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/109-switch_author-marty-robbins-hoagascht-nachteule.txt,109-switch_author-marty-robbins-hoagascht-nachteule,switch_author,67,63,0.0036,/app/resources/database/G/Garbage/Version 2.0/Special,0.0159,/app/resources/database/G/Garbage/Version 2.0/Special,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/108-switch_title-marilyn-manson-the-golden-age-of-grotesque-pulmonary-archery.txt,108-switch_title-marilyn-manson-the-golden-age-of-grotesque-pulmonary-archery,switch_title,35,31,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/037-switch_album-casper-ein-bisschen-frieden-im-ascheregen.txt,037-switch_album-casper-ein-bisschen-frieden-im-ascheregen,switch_album,73,69,0.0081,/app/resources/database/N/Nicole/Ein bisschen Frieden/Ein bisschen Frieden,0.0308,/app/resources/database/N/Nicole/Ein bisschen Frieden/Ein bisschen Frieden,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/080-madeup_all-golden-rooms-trio-paper-skylines-lights-66.txt,080-madeup_all-golden-rooms-trio-paper-skylines-lights-66,madeup_all,31,27,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/126-madeup_all-noah-khan-scenes-of-fables-intro.txt,126-madeup_all-noah-khan-scenes-of-fables-intro,madeup_all,134,130,0.0037,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,0.0077,/app/resources/database/T/The Romantics/In Heat/Talking In Your Sleep,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/012-madeup_all-ava-valen-scenes-of-lights-white-room.txt,012-madeup_all-ava-valen-scenes-of-lights-white-room,madeup_all,76,72,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/014-real-billy-talent-billy-talent-ii-worker-bees.txt,014-real-billy-talent-billy-talent-ii-worker-bees,real,855,851,0.0084,/app/resources/database/D/Defeater/Empty Days & Sleepless Nights/But Breathing,0.0667,/app/resources/database/D/Defeater/Empty Days & Sleepless Nights/But Breathing,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/094-madeup_all-kai-rossi-crimson-horizons-white-sky.txt,094-madeup_all-kai-rossi-crimson-horizons-white-sky,madeup_all,33,29,0.0038,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.0345,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/085-real-hundredth-let-go-restless.txt,085-real-hundredth-let-go-restless,real,185,181,0.0034,/app/resources/database/W/We Came As Romans/The World I Used To Know/The World I Used To Know,0.0078,/app/resources/database/T/The Ghost Inside/Dear Youth/The Other Half,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/148-switch_album-right-said-fred-d-w-i-s-i-m-too-sexy.txt,148-switch_album-right-said-fred-d-w-i-s-i-m-too-sexy,switch_album,303,299,0.1699,/app/resources/database/R/Right Said Fred/Up/I'm Too Sexy,0.493,/app/resources/database/R/Right Said Fred/Up/I'm Too Sexy,correct,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/051-switch_title-deichkind-bitte-ziehen-sie-durch-careless.txt,051-switch_title-deichkind-bitte-ziehen-sie-durch-careless,switch_title,185,181,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/135-real-pendulum-hold-your-colour-through-the-loop.txt,135-real-pendulum-hold-your-colour-through-the-loop,real,168,164,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/120-madeup_all-neon-horizons-trio-emerald-dreams.txt,120-madeup_all-neon-horizons-trio-emerald-dreams,madeup_all,118,114,0.0032,/app/resources/database/N/New Model Army/Impurity/Lurhstaap,0.0092,/app/resources/database/N/New Model Army/Impurity/Lurhstaap,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/019-switch_title-boy-harsher-careful-the-terminal.txt,019-switch_title-boy-harsher-careful-the-terminal,switch_title,221,217,0.0037,/app/resources/database/L/Linkin Park/The Hunting Party/Mark the Graves,0.0063,/app/resources/database/T/The Sisters of Mercy/Floodland/Dominion Mother Russia,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/152-switch_album-sandra-burial-ground-in-the-heat-of-the-night.txt,152-switch_album-sandra-burial-ground-in-the-heat-of-the-night,switch_album,34,30,0.0138,/app/resources/database/S/Sandra/The Long Play/In the Heat of the Night,0.0667,/app/resources/database/T/The Sisters of Mercy/Floodland/Dominion Mother Russia,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/087-switch_author-hurts-the-ultimate-monty-python-rip-off-always-look-on-the-bright-side-of-life.txt,087-switch_author-hurts-the-ultimate-monty-python-rip-off-always-look-on-the-bright-side-of-life,switch_author,69,65,0.1493,/app/resources/database/M/Monty Python/The Ultimate Monty Python Rip Off/Always Look On The Bright Side Of Life,0.9825,/app/resources/database/M/Monty Python/The Ultimate Monty Python Rip Off/Always Look On The Bright Side Of Life,correct,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/131-real-opeth-ghost-reveries-atonement.txt,131-real-opeth-ghost-reveries-atonement,real,145,141,0.005,/app/resources/database/A/Asking Alexandria/Reckless And Relentless/To The Stage,0.0143,/app/resources/database/A/Asking Alexandria/Reckless And Relentless/To The Stage,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/168-switch_title-sunglasses-kid-unpredictable-golden-letters.txt,168-switch_title-sunglasses-kid-unpredictable-golden-letters,switch_title,48,44,0.006,/app/resources/database/L/Linea Aspera/Linea Aspera/Synapse,0.0227,/app/resources/database/L/Linea Aspera/Linea Aspera/Synapse,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/025-switch_author-breaking-benjamin-ghost-empire-who-we-are.txt,025-switch_author-breaking-benjamin-ghost-empire-who-we-are,switch_author,204,200,0.0065,/app/resources/database/S/Stick To Your Guns/Diamond/We Still Believe,0.0135,/app/resources/database/S/Stick To Your Guns/Diamond/We Still Believe,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/185-switch_author-thom-yorke-full-circle-stitches.txt,185-switch_author-thom-yorke-full-circle-stitches,switch_author,66,62,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/058-switch_album-donots-v-is-for-vagina-dann-ohne-mich.txt,058-switch_album-donots-v-is-for-vagina-dann-ohne-mich,switch_album,37,33,0.0031,/app/resources/database/S/Slipknot/All Hope Is Gone/Snuff,0.0303,/app/resources/database/S/Slipknot/All Hope Is Gone/Snuff,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/062-madeup_all-electric-dreams-orchestra-paper-waves.txt,062-madeup_all-electric-dreams-orchestra-paper-waves,madeup_all,153,149,0.003,/app/resources/database/T/Three Days Grace/Life Starts Now/Lost in You,0.007,/app/resources/database/G/Guano Apes/Don't Give Me Names/Don't Give Me Names,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/186-real-twenty-one-pilots-blurryface-heavydirtysoul.txt,186-real-twenty-one-pilots-blurryface-heavydirtysoul,real,28,24,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/119-switch_author-my-life-with-the-thrill-kill-kult-buy-beg-or-steal.txt,119-switch_author-my-life-with-the-thrill-kill-kult-buy-beg-or-steal,switch_author,159,155,0.0152,/app/resources/database/B/Breakdown of Sanity/The Last Sunset/View Through Blind Eyes,0.044,/app/resources/database/B/Breakdown of Sanity/The Last Sunset/View Through Blind Eyes,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/145-madeup_all-remy-fischer-hollow-motors-skylines-39.txt,145-madeup_all-remy-fischer-hollow-motors-skylines-39,madeup_all,141,137,0.0046,/app/resources/database/P/Porcupine Tree/In Absentia/Collapse The Light Into Earth,0.0079,/app/resources/database/I/In Flames/Sounds Of A Playground Fading/Where The Dead Ships Dwell,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/044-switch_title-curve-horror-head-rooms-96.txt,044-switch_title-curve-horror-head-rooms-96,switch_title,234,230,0.0032,/app/resources/database/L/Linea Aspera/Linea Aspera/Synapse,0.0054,/app/resources/database/B/Brand New/The Devil And God Are Raging Inside Me/Archers,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/011-madeup_all-ava-rossi-silver-fables-silent-windows.txt,011-madeup_all-ava-rossi-silver-fables-silent-windows,madeup_all,80,76,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/122-real-new-model-army-impurity-lurhstaap.txt,122-real-new-model-army-impurity-lurhstaap,real,38,34,0.0038,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.0294,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/107-switch_album-mareux-bloody-stream-the-perfect-girl.txt,107-switch_album-mareux-bloody-stream-the-perfect-girl,switch_album,56,52,0.011,/app/resources/database/C/Cranes/Inescapable/Dada 331,0.0385,/app/resources/database/A/Archive/You All Look The Same To Me/Goodbye,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/101-madeup_all-lena-moreau-paper-scenes-intro.txt,101-madeup_all-lena-moreau-paper-scenes-intro,madeup_all,21,17,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/035-switch_title-candlebox-candlebox-blue-light.txt,035-switch_title-candlebox-candlebox-blue-light,switch_title,188,184,0.0233,/app/resources/database/C/Caliban/Ghost Empire/Cries And Whispers,0.0455,/app/resources/database/C/Caliban/Ghost Empire/Cries And Whispers,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/070-madeup_all-fading-echoes-collective-endless-gardens-skylines-74.txt,070-madeup_all-fading-echoes-collective-endless-gardens-skylines-74,madeup_all,127,123,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/104-switch_title-linkin-park-hybrid-theory-white-room.txt,104-switch_title-linkin-park-hybrid-theory-white-room,switch_title,176,172,0.0093,/app/resources/database/B/Breakdown of Sanity/Perception/Scissorhands,0.0833,/app/resources/database/B/Breakdown of Sanity/Perception/Scissorhands,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/176-switch_album-the-hillbilly-moon-explosion-happy-hour-bop-til-you-drop.txt,176-switch_album-the-hillbilly-moon-explosion-happy-hour-bop-til-you-drop,switch_album,168,164,0.0035,/app/resources/database/L/La Dispute/Rooms of the House/Woman (reading),0.0125,/app/resources/database/L/La Dispute/Rooms of the House/Woman (reading),hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/097-switch_album-kelli-ali-equal-vision-records-presents-new-sounds-2011-lucifer-rising.txt,097-switch_album-kelli-ali-equal-vision-records-presents-new-sounds-2011-lucifer-rising,switch_album,38,34,0.011,/app/resources/database/W/We Came As Romans/Equal Vision Records Presents - New Sounds 2011/To Plant a Seed,0.0882,/app/resources/database/W/We Came As Romans/Equal Vision Records Presents - New Sounds 2011/To Plant a Seed,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/024-real-breakdown-of-sanity-the-last-sunset-break.txt,024-real-breakdown-of-sanity-the-last-sunset-break,real,141,137,0.0056,/app/resources/database/C/Caliban/Ghost Empire/Cries And Whispers,0.0073,/app/resources/database/O/Opeth/Damnation/In My Time Of Need,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/074-switch_album-feine-sahne-fischfilet-sinfonie-des-wahnsinns-ich-glaube-dir.txt,074-switch_album-feine-sahne-fischfilet-sinfonie-des-wahnsinns-ich-glaube-dir,switch_album,72,68,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/127-switch_title-of-mice-men-of-mice-men-black-light.txt,127-switch_title-of-mice-men-of-mice-men-black-light,switch_title,128,124,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/118-switch_author-mxmtoon-no-name-face-hanging-by-a-moment.txt,118-switch_author-mxmtoon-no-name-face-hanging-by-a-moment,switch_author,427,423,0.0239,/app/resources/database/L/Linkin Park/Meteora/Breaking the Habit,0.0548,/app/resources/database/L/Linkin Park/Meteora/Breaking the Habit,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/021-switch_title-brand-new-leaked-demos-2006-interlude.txt,021-switch_title-brand-new-leaked-demos-2006-interlude,switch_title,68,64,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/067-switch_author-enigma-found-in-far-away-places-identity.txt,067-switch_author-enigma-found-in-far-away-places-identity,switch_author,208,204,0.0055,/app/resources/database/O/Of Mice & Men/Restoring Force/Would You Still Be There,0.0102,/app/resources/database/O/Of Mice & Men/Restoring Force/Would You Still Be There,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/173-real-the-clash-hits-back-i-fought-the-law.txt,173-real-the-clash-hits-back-i-fought-the-law,real,192,188,0.0611,/app/resources/database/T/The Clash/Hits Back/I Fought the Law,0.186,/app/resources/database/T/The Clash/Hits Back/I Fought the Law,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/198-madeup_all-zoe-hayes-scenes-of-skylines.txt,198-madeup_all-zoe-hayes-scenes-of-skylines,madeup_all,45,41,0.0118,/app/resources/database/C/Cranes/Inescapable/Dada 331,0.0488,/app/resources/database/A/Archive/You All Look The Same To Me/Goodbye,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/132-switch_title-pantera-i-am-the-night-crimson-shadows.txt,132-switch_title-pantera-i-am-the-night-crimson-shadows,switch_title,166,162,0.0135,/app/resources/database/C/Caliban/I Am Nemesis/Deadly Dream,0.0345,/app/resources/database/C/Caliban/I Am Nemesis/Deadly Dream,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/084-switch_author-huddle-of-crudd-i-glued-my-balls-to-my-butthole-again-i-glued-my-balls-to-my-but.txt,084-switch_author-huddle-of-crudd-i-glued-my-balls-to-my-butthole-again-i-glued-my-balls-to-my-but,switch_author,32,28,0.0263,/app/resources/database/T/The Sticky Sweethearts/I Glued My Balls to My Butthole Again/I Glued My Balls to My Butthole Again,0.5,/app/resources/database/T/The Sticky Sweethearts/I Glued My Balls to My Butthole Again/I Glued My Balls to My Butthole Again,correct,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/189-switch_title-von-brucken-kein-mensch-ist-illegal-hometown.txt,189-switch_title-von-brucken-kein-mensch-ist-illegal-hometown,switch_title,585,581,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/117-switch_author-mr-little-jeans-ashes-of-the-wake-hourglass.txt,117-switch_author-mr-little-jeans-ashes-of-the-wake-hourglass,switch_author,47,43,0.0036,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.0233,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/072-madeup_all-fading-horizons-trio-velvet-patterns-green-light.txt,072-madeup_all-fading-horizons-trio-velvet-patterns-green-light,madeup_all,68,64,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/069-madeup_all-enzo-novak-midnight-windows-green-sky.txt,069-madeup_all-enzo-novak-midnight-windows-green-sky,madeup_all,39,35,0.0038,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.0286,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/174-switch_album-the-glitch-mob-evil-empire-between-two-points-feat.txt,174-switch_album-the-glitch-mob-evil-empire-between-two-points-feat,switch_album,53,49,0.003,/app/resources/database/S/Slipknot/All Hope Is Gone/Snuff,0.0204,/app/resources/database/S/Slipknot/All Hope Is Gone/Snuff,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/167-switch_author-stray-from-the-path-jerks-rule-crazy.txt,167-switch_author-stray-from-the-path-jerks-rule-crazy,switch_author,821,817,0.0072,/app/resources/database/S/Stick To Your Guns/Diamond/D(I Am)ond,0.0286,/app/resources/database/S/Stick To Your Guns/Diamond/D(I Am)ond,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/048-real-dark-tranquillity-fiction-misery-s-crown.txt,048-real-dark-tranquillity-fiction-misery-s-crown,real,142,138,0.0036,/app/resources/database/J/Johnny Cash/The Legend Of Johnny Cash/Hurt,0.0072,/app/resources/database/A/Alaska Highway/Attitudes of a Difficult Mind/Weep With Me,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/102-switch_title-lera-lynn-the-avenues-wandering-letters.txt,102-switch_title-lera-lynn-the-avenues-wandering-letters,switch_title,117,113,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/010-madeup_all-ava-monroe-endless-dreams-silver-motors.txt,010-madeup_all-ava-monroe-endless-dreams-silver-motors,madeup_all,47,43,0.0097,/app/resources/database/O/Of Mice & Men/Restoring Force/Would You Still Be There,0.0465,/app/resources/database/O/Of Mice & Men/Restoring Force/Would You Still Be There,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/032-real-caliban-the-undying-darkness-my-fiction-beauty.txt,032-real-caliban-the-undying-darkness-my-fiction-beauty,real,137,133,0.0043,/app/resources/database/C/Caliban/The Undying Darkness/My Fiction Beauty,0.0075,/app/resources/database/C/Caliban/The Undying Darkness/My Fiction Beauty,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/082-real-grotus-mass-wiild-bill.txt,082-real-grotus-mass-wiild-bill,real,44,40,0.0037,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.025,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/078-switch_album-flobots-vision-thing-there-s-a-war-going-on-for-your-mind.txt,078-switch_album-flobots-vision-thing-there-s-a-war-going-on-for-your-mind,switch_album,192,188,0.0231,/app/resources/database/F/Flobots/Fight With Tools/There's A War Going On For Your Mind,0.1389,/app/resources/database/F/Flobots/Fight With Tools/There's A War Going On For Your Mind,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/103-madeup_all-levi-valen-silver-motors-intro.txt,103-madeup_all-levi-valen-silver-motors-intro,madeup_all,21,17,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/006-switch_author-arcane-roots-final-solution-cloud-149.txt,006-switch_author-arcane-roots-final-solution-cloud-149,switch_author,149,145,0.0027,/app/resources/database/R/Rise Against/The Black Market/Zero Visibility,0.0071,/app/resources/database/R/Rise Against/The Black Market/Zero Visibility,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/063-madeup_all-electric-fragments-orchestra-wandering-skylines-prelude.txt,063-madeup_all-electric-fragments-orchestra-wandering-skylines-prelude,madeup_all,62,58,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/056-madeup_all-digital-shadows-trio-aurora-dreams.txt,056-madeup_all-digital-shadows-trio-aurora-dreams,madeup_all,68,64,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/066-madeup_all-endless-scenes-project-aurora-lights-aurora-parade.txt,066-madeup_all-endless-scenes-project-aurora-lights-aurora-parade,madeup_all,76,72,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/034-switch_album-calvin-scott-herefore-thing-about-me.txt,034-switch_album-calvin-scott-herefore-thing-about-me,switch_album,175,171,0.0063,/app/resources/database/C/Counterparts/Prophets/Prophets,0.0126,/app/resources/database/T/Touché Amoré/Is Survived By/Is Survived By,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/193-real-wolf-alice-blue-weekend-smile.txt,193-real-wolf-alice-blue-weekend-smile,real,878,874,0.0056,/app/resources/database/E/Escape the Fate/This War Is Ours/Ashley,0.1667,/app/resources/database/E/Escape the Fate/This War Is Ours/Ashley,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/106-switch_title-lunar-aurora-hoagascht-patterns-84.txt,106-switch_title-lunar-aurora-hoagascht-patterns-84,switch_title,98,94,0.0046,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,0.0132,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/016-switch_title-black-label-society-stronger-than-death-windows-43.txt,016-switch_title-black-label-society-stronger-than-death-windows-43,switch_title,224,220,0.0127,/app/resources/database/C/Caliban/I Am Nemesis/Deadly Dream,0.0298,/app/resources/database/C/Caliban/I Am Nemesis/Deadly Dream,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/156-switch_title-sister-machine-gun-metropolis-zeitmaschinen-aus-mull.txt,156-switch_title-sister-machine-gun-metropolis-zeitmaschinen-aus-mull,switch_title,137,133,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/003-real-all-the-damn-vampires-all-the-damn-vampires-yota-tame-you.txt,003-real-all-the-damn-vampires-all-the-damn-vampires-yota-tame-you,real,35,31,0.0067,/app/resources/database/A/All The Damn Vampires/All The Damn Vampires & Yota/Black Lace,0.0323,/app/resources/database/A/All The Damn Vampires/All The Damn Vampires & Yota/Tame You,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/081-switch_author-grossstadtgefluster-wenn-die-nacht-am-tiefsten-halt-dich-an-deiner-liebe-fest.txt,081-switch_author-grossstadtgefluster-wenn-die-nacht-am-tiefsten-halt-dich-an-deiner-liebe-fest,switch_author,109,105,0.0523,/app/resources/database/T/Ton Steine Scherben/Wenn die Nacht am tiefsten/Halt dich an deiner Liebe fest,0.1636,/app/resources/database/T/Ton Steine Scherben/Wenn die Nacht am tiefsten/Halt dich an deiner Liebe fest,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/015-switch_author-bit-pie-atlas-blue-and-the-grey.txt,015-switch_author-bit-pie-atlas-blue-and-the-grey,switch_author,45,41,0.0037,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.0244,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/105-switch_album-lords-of-acid-dead-or-alive-the-real-thing.txt,105-switch_album-lords-of-acid-dead-or-alive-the-real-thing,switch_album,26,22,0.0,,0.0,,hallucinate,
openrouter-qwen-qwen-2.5-72b-instruct,/app/resources/out/openrouter-qwen-qwen-2.5-72b-instruct/096-switch_title-kav-dirty-rejects-feat-zombie-boy-white-room.txt,096-switch_title-kav-dirty-rejects-feat-zombie-boy-white-room,switch_title,47,43,0.0036,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,0.0233,/app/resources/database/B/Bleeding Through/The Truth/Kill to Believe,hallucinate,
